Well,Fluor,Sample,Cq,SQ,Target
A06,FAM,STD_1,NaN,1,SVC
A07,FAM,STD_1,38.03926834,1,SVC
A08,FAM,STD_1,39.22639687,1,SVC
A09,FAM,STD_1,NaN,1,SVC
A10,FAM,STD_1,NaN,1,SVC
A11,FAM,STD_1,38.24852739,1,SVC
A12,FAM,STD_1,39.35462704,1,SVC
B01,FAM,STD_1,38.83141002,1,SVC
B02,FAM,STD_1,NaN,1,SVC
B03,FAM,STD_1,NaN,1,SVC
B04,FAM,STD_1,NaN,1,SVC
B05,FAM,STD_1,NaN,1,SVC
B06,FAM,STD_1,NaN,1,SVC
B07,FAM,STD_1,NaN,1,SVC
B08,FAM,STD_1,NaN,1,SVC
B09,FAM,STD_1,NaN,1,SVC
B10,FAM,STD_1,NaN,1,SVC
B11,FAM,STD_1,38.59390106,1,SVC
B12,FAM,STD_1,NaN,1,SVC
C01,FAM,STD_1,NaN,1,SVC
C02,FAM,STD_1,NaN,1,SVC
C03,FAM,STD_1,NaN,1,SVC
C04,FAM,STD_1,NaN,1,SVC
C05,FAM,STD_1,NaN,1,SVC
C06,FAM,STD_1,NaN,1,SVC
C07,FAM,STD_1,NaN,1,SVC
C08,FAM,STD_1,NaN,1,SVC
C09,FAM,STD_1,NaN,1,SVC
C10,FAM,STD_1,NaN,1,SVC
C11,FAM,STD_1,NaN,1,SVC
C12,FAM,STD_1,NaN,1,SVC
D01,FAM,STD_1,NaN,1,SVC
D02,FAM,STD_1,39.34879752,1,SVC
D03,FAM,STD_1,39.19044356,1,SVC
D04,FAM,STD_1,37.33791882,1,SVC
D05,FAM,STD_1,40.17917445,1,SVC
D06,FAM,STD_1,38.2622649,1,SVC
D07,FAM,STD_1,NaN,1,SVC
D08,FAM,STD_1,NaN,1,SVC
D09,FAM,STD_1,39.22577639,1,SVC
D10,FAM,STD_1,NaN,1,SVC
D11,FAM,STD_1,NaN,1,SVC
D12,FAM,STD_1,39.1827587,1,SVC
E01,FAM,STD_1,NaN,1,SVC
E02,FAM,STD_1,NaN,1,SVC
E03,FAM,STD_1,NaN,1,SVC
E04,FAM,STD_1,NaN,1,SVC
E05,FAM,STD_1,39.15681023,1,SVC
E06,FAM,STD_1,NaN,1,SVC
E07,FAM,STD_1,NaN,1,SVC
E08,FAM,STD_1,40.41119879,1,SVC
E09,FAM,STD_1,NaN,1,SVC
E10,FAM,STD_1,NaN,1,SVC
E11,FAM,STD_1,39.39922982,1,SVC
E12,FAM,STD_1,NaN,1,SVC
F01,FAM,STD_1,NaN,1,SVC
F02,FAM,STD_1,NaN,1,SVC
F03,FAM,STD_1,NaN,1,SVC
F04,FAM,STD_1,39.91773275,1,SVC
F05,FAM,STD_1,NaN,1,SVC
F06,FAM,STD_1,NaN,1,SVC
F07,FAM,STD_1,NaN,1,SVC
F08,FAM,STD_1,NaN,1,SVC
F09,FAM,STD_1,NaN,1,SVC
F10,FAM,STD_1,40.61224326,1,SVC
F11,FAM,STD_1,NaN,1,SVC
F12,FAM,STD_1,51.39029788,1,SVC
G01,FAM,STD_1,NaN,1,SVC
G02,FAM,STD_1,38.55596448,1,SVC
G03,FAM,STD_1,NaN,1,SVC
G04,FAM,STD_1,NaN,1,SVC
G05,FAM,STD_1,NaN,1,SVC
G06,FAM,STD_1,NaN,1,SVC
G07,FAM,STD_1,NaN,1,SVC
G08,FAM,STD_1,NaN,1,SVC
G09,FAM,STD_1,NaN,1,SVC
G10,FAM,STD_1,40.53099117,1,SVC
G11,FAM,STD_1,NaN,1,SVC
G12,FAM,STD_1,NaN,1,SVC
H01,FAM,STD_1,NaN,1,SVC
H02,FAM,STD_1,NaN,1,SVC
H03,FAM,STD_1,NaN,1,SVC
H04,FAM,STD_1,NaN,1,SVC
H05,FAM,STD_1,NaN,1,SVC
H06,FAM,STD_1,39.39883845,1,SVC
H07,FAM,STD_1,NaN,1,SVC
H08,FAM,STD_1,NaN,1,SVC
H09,FAM,STD_1,39.28453095,1,SVC
H10,FAM,STD_1,39.32663774,1,SVC
H11,FAM,STD_1,NaN,1,SVC
H12,FAM,STD_1,NaN,1,SVC
A01,HEX,STD_1,NaN,1,BHC
A02,HEX,STD_1,NaN,1,BHC
A03,HEX,STD_1,39.12608831,1,BHC
A04,HEX,STD_1,NaN,1,BHC
A05,HEX,STD_1,NaN,1,BHC
A06,HEX,STD_1,NaN,1,BHC
A07,HEX,STD_1,39.063403,1,BHC
A08,HEX,STD_1,40.26267376,1,BHC
A09,HEX,STD_1,NaN,1,BHC
A10,HEX,STD_1,NaN,1,BHC
A11,HEX,STD_1,39.34342049,1,BHC
A12,HEX,STD_1,40.46872926,1,BHC
B01,HEX,STD_1,39.82686538,1,BHC
B02,HEX,STD_1,NaN,1,BHC
B03,HEX,STD_1,NaN,1,BHC
B04,HEX,STD_1,NaN,1,BHC
B05,HEX,STD_1,NaN,1,BHC
B06,HEX,STD_1,NaN,1,BHC
B07,HEX,STD_1,NaN,1,BHC
B08,HEX,STD_1,NaN,1,BHC
B09,HEX,STD_1,NaN,1,BHC
B10,HEX,STD_1,NaN,1,BHC
B11,HEX,STD_1,39.67084744,1,BHC
B12,HEX,STD_1,NaN,1,BHC
C01,HEX,STD_1,NaN,1,BHC
C02,HEX,STD_1,NaN,1,BHC
C03,HEX,STD_1,NaN,1,BHC
C04,HEX,STD_1,NaN,1,BHC
C05,HEX,STD_1,NaN,1,BHC
C06,HEX,STD_1,NaN,1,BHC
C07,HEX,STD_1,NaN,1,BHC
C08,HEX,STD_1,NaN,1,BHC
C09,HEX,STD_1,NaN,1,BHC
C10,HEX,STD_1,NaN,1,BHC
C11,HEX,STD_1,NaN,1,BHC
C12,HEX,STD_1,NaN,1,BHC
D01,HEX,STD_1,NaN,1,BHC
D02,HEX,STD_1,40.34925746,1,BHC
D03,HEX,STD_1,40.22529601,1,BHC
D04,HEX,STD_1,38.35470627,1,BHC
D05,HEX,STD_1,41.2069014,1,BHC
D06,HEX,STD_1,39.77927835,1,BHC
D07,HEX,STD_1,NaN,1,BHC
D08,HEX,STD_1,NaN,1,BHC
D09,HEX,STD_1,40.61530952,1,BHC
D10,HEX,STD_1,NaN,1,BHC
D11,HEX,STD_1,NaN,1,BHC
D12,HEX,STD_1,40.25248668,1,BHC
E01,HEX,STD_1,NaN,1,BHC
E02,HEX,STD_1,NaN,1,BHC
E03,HEX,STD_1,NaN,1,BHC
E04,HEX,STD_1,NaN,1,BHC
E05,HEX,STD_1,40.20842771,1,BHC
E06,HEX,STD_1,NaN,1,BHC
E07,HEX,STD_1,NaN,1,BHC
E08,HEX,STD_1,41.48069958,1,BHC
E09,HEX,STD_1,NaN,1,BHC
E10,HEX,STD_1,NaN,1,BHC
E11,HEX,STD_1,40.43810556,1,BHC
E12,HEX,STD_1,NaN,1,BHC
F01,HEX,STD_1,NaN,1,BHC
F02,HEX,STD_1,NaN,1,BHC
F03,HEX,STD_1,NaN,1,BHC
F04,HEX,STD_1,41.00813055,1,BHC
F05,HEX,STD_1,NaN,1,BHC
F06,HEX,STD_1,NaN,1,BHC
F07,HEX,STD_1,NaN,1,BHC
F08,HEX,STD_1,NaN,1,BHC
F09,HEX,STD_1,NaN,1,BHC
F10,HEX,STD_1,41.65306929,1,BHC
F11,HEX,STD_1,NaN,1,BHC
F12,HEX,STD_1,52.37835981,1,BHC
G01,HEX,STD_1,NaN,1,BHC
G02,HEX,STD_1,39.53921096,1,BHC
G03,HEX,STD_1,NaN,1,BHC
G04,HEX,STD_1,NaN,1,BHC
G05,HEX,STD_1,NaN,1,BHC
G06,HEX,STD_1,NaN,1,BHC
G07,HEX,STD_1,NaN,1,BHC
G08,HEX,STD_1,NaN,1,BHC
G09,HEX,STD_1,NaN,1,BHC
G10,HEX,STD_1,41.53559752,1,BHC
G11,HEX,STD_1,NaN,1,BHC
G12,HEX,STD_1,NaN,1,BHC
H01,HEX,STD_1,NaN,1,BHC
H02,HEX,STD_1,NaN,1,BHC
H03,HEX,STD_1,NaN,1,BHC
H04,HEX,STD_1,NaN,1,BHC
H05,HEX,STD_1,NaN,1,BHC
H06,HEX,STD_1,40.40155782,1,BHC
H07,HEX,STD_1,NaN,1,BHC
H08,HEX,STD_1,NaN,1,BHC
H09,HEX,STD_1,40.29159631,1,BHC
H10,HEX,STD_1,40.36007516,1,BHC
H11,HEX,STD_1,NaN,1,BHC
H12,HEX,STD_1,NaN,1,BHC
